"title","duration","copyright_date"
"PLAYA HATA","",""
"FRIDAY AT BISTANGO","",""
"FRUSTRATION","",""
"FUCK THAT","",""
"FULL COOPERATION","",""
"FUNK AIN T BROKE","",""
"FUNKY 4 U","",""
"GAMBLER S LAMENT","",""
"GAME","",""
"PICK IT UP","",""
"PEOPLES","",""
"GET IT DONE","",""
"PEEK A BOO","",""
"GETCHA GAME UP","",""
"PATHWAY OF DANGER","",""
"PASS THE AMMO","",""
"GETTING OVER YOU","",""
"GETTING READY FOR SUNDAY","",""
"GIRLS KISSIN GIRLS","",""
"PART3","",""
"PARKING LOT PIMPIN","",""
"PARADISE (LIFE)","",""
"PABLO","",""
"PA PALE","",""
"ORDINARY","00:04:18","7/26/2011"
"OPAL RUBY AND PEARL","",""
"ONE LIKE ME","",""
"ON ME","",""
"ON & POPPIN","",""
"OLE JOHN BELL","",""
"GOOD & STRONG","",""
"OLD FORGOTTEN HOMEPLACE","",""
"OL' LONESOME WON'T LEAVE ME ALONE","",""
"OFF AND ON","",""
"OCTVIBE2","",""
"OBSESSION","",""
"O TANNENBAUM (ARR.)","",""
"GOOD DAY LORD","",""
"NUMBER NINE","",""
"NOTHING BETTER THAN","",""
"GOT A GRIP","",""
"NO UNDERWEAR","",""
"NO PLACE","",""
"NO MATTER","",""
"NO 1","",""
"GOTTA KICK IT UP","",""
"GPARTY1","",""
"GRANDMA'S GROVE","",""
"GREATEST GIFT","",""
"GRIMY1","",""
"GROUND IS LEVEL AT THE FOOT OF","",""
"GRUMBLE JONES","",""
"NIGHT IN THE BRONX WITH LORD AND GUNZ, A","",""
"GUN GO","",""
"HALLELUJAH (LUDE)","",""
"NEW LOVE","",""
"NEW CITY NOINTRO","",""
"NEVER TOO LATE","",""
"NEVER TO KNOW","",""
"NEVER SEEN U BEFORE","",""
"HALLELUJAH TO YOUR NAME","",""
"HAUNTING GOODBYE","",""
"HE SAID","00:03:33","7/26/2011"
"NEVA SATISFIED","",""
"HEAVEN IS WAITING","",""
"NAIL SCARRED HANDS","",""
"HERE IN MY LITTLE ROOM","",""
"HOLLA AT ME","",""
"HORSESHOE BEND","",""
"HOUSE CALLS","",""
"HOW CAN I CATCH YOU","",""
"HOW I LOVE YOU","",""
"HOW LONG IS THIS TRAIN","",""
"HOWLING WIND","",""
"I AM NOT THE ONE","",""
"I AM SO COOL","",""
"I CAN STAND THE TRUTH","",""
"I CAN T STAND YOUR MOT","",""
"I D RATHER BE A LONESOME PINE","",""
"I GOTTA SEE","",""
"I HOPE THEY SERVE BEER IN","",""
"I KNOW ","",""
"I KNOW WHERE LOVE LIVES","",""
"I LL BE DOWN FOR YOU","",""
"I LL MEET YOU IN HEAVEN SOMEDA","",""
"I LL TAKE JESUS / INTR","",""
"I M JUST HERE TO RIDE THE TRAI","",""
"I M THE ONE","",""
"I SHOT YA","",""
"I SWEAR","",""
"I WANT u","",""
"I WANT YA BODY","",""
"I'M ON IT","",""
"I'M THE TRUTH","",""
"IF ONLY FOR A DAY","",""
"IF YOU BREAK MY HEART","",""
"IM FALLING","",""
"IMHOME","",""
"IMMA LOVE YOU RIGHT","",""
"IN DA CLUB (GET YA BODY UP)","",""
"INCREDIBLE","",""
"INDIANEE","",""
"INTRO (BUBBA SPARXXX)","",""
"INTRO / LIVE & DIRECT - BRACE 4 IMPAK!","",""
"IT S ABOUT THE GAME","",""
"IT S GONNA RAIN","",""
"IT S GONNA TAKE A LONG TIME","",""
"IT'S GOIN' DOWN","",""
"JOHNNY","",""
"JORDAN RIVER","",""
"JORDAN","",""
"JOYRIDE","",""
"JUMPOFF1","",""
"JUST MOVE","",""
"KEEP IT TIGHT","",""
"LASTDAY2","",""
"LEANIN","",""
"LEAVE WELL ENOUGH ALONE","",""
"LEAVIN BREAKIN EVEN","",""
"LET ME TAKE YOU THERE","",""
"LICK4","",""
"LIFE ON THE LINE","",""
"LIFE SHE S CHOSEN","",""
"LIKE HIM","00:03:56","7/26/2011"
"LIL MAMA","",""
"LISTEN TO THE LYRICS","",""
"LITTLE BIRD","",""
"LONG ROAD","",""
"LORD I NEED YOU","",""
"LOVE HIM","00:03:05","7/26/2011"
"LOVE THANG","00:04:37","1/27/2004"
"LOVER S CRIME","",""
"LUNE TNS","",""
"MADE1","",""
"MAKE IT HAPPEN","",""
"MAKIN MOVES","",""
"MANIFIQUE","",""
"MARY HAD A LITTLE BOY","",""
"MASTER S GARDEN","",""
"MAY YOUR LIFE BE SWEET AND SIMPLE","",""
"MEETING OF THE MINDS","",""
"MILLENIUM PIMPNSCREWED","",""
"MILLION DOLLAR GIRL","",""
"MIRROR MIRROR","",""
"MISSED IT BY A MILE","",""
"MISTY","",""
"MODEL CHICKZ","",""
"MON AMOUR","",""
"MONEY","",""
"MONEY TALK","",""
"MORDECAI","",""
"MOVE","",""
"MRJIMI2","",""
"MUSIC TO MY EARS","",""
"MY JESUS","",""
"MY REASON","",""
"CHANGED","6:28:00",""
"NEVER","0:04:52","3/13/2012"
"BETTER TOGETHER","0:04:37","10/8/1991"
"YOUR HEELS","3:50:00","4/14/2009"
"GIVE IT UP","",""
"I LL ALWAYS BE AROUND","",""
"I WILL BE","",""
"ROCK WITH ME","",""
"RUN AWAY BOYS","",""
"SILENT NIGHT","1:18","10/11/2011"
"12 DAYS","2:22","10/11/2011"
"3:21 am","",""
"ALMIGHTY GOD","",""
"IF IT'S WRONG","3:21","5/25/2010"
"WANNA SAY","0:3:27","5/29/2012"
"FAITHFUL","0:4:25","8/28/2012"
"TURNING AROUND FOR ME","0:8:01","8/28/2012"
"PSALM 150","0:3:51","8/28/2012"
"LOVER S CRIME","00:03:23","11/16/2010"
"COME ON JESUS","",""
"QUE VIVA CANDIDO","0:7:53","7/10/2012"
"KNOW YOU NOW","0:3:03","12/2/2003"
"DOWN IN NEW ORLEANS","","7/25/2012"
"LOUISIANA WOMAN - TEXAS MAN","",""
"LOUISIANA LOVIN","",""
"ZYDECO TRAIN","",""
"JAMBALAYA JUMBLE","",""
"BOOMTI, BOOMTI, BOOM BOOM","",""
"YOU LOOK BETTER GOIN' THAN COMIN'","",""
"CREOLEJOE","",""
"ZYDECO ZOO","",""
"DOWN HOME, LOW DOWN ZYDECO BLUES","",""
"IF ANYBODY ASKS YOU","",""
"UNTIL THE END","0:3:15","8/26/2011"
"DELTA 1406","0:3:04",""
"KNOW YOU NOW","0:3:03","12/2/2003"
"I'M IN LOVE WITH YOU","0:3:23","1/31/2012"
"THE PROPOSAL","0:5:09","1/31/2012"
"FACE IT ALL","0:5:56","1/31/2012"
"YOU'RE SO BEAUTIFUL","0:5:46","1/31/2012"
"I AM NOT ALONE","0:5:53","1/31/2012"
"I FEEL GOOD","0:4:13","1/31/2012"
"CALL ON HIM","0:5:36","1/31/2012"
"BETTER LOVE","0:6:33","1/31/2012"
"LOVE SONG TO THE LAMB","0:6:45","1/31/2012"
"THANK YOU (PRELUDE)","0:1:25","9/29/2009"
"LOST IN YOU AGAIN","0:4:34","9/29/2009"
"BEST THING THAT EVER HAPPENED","0:5:22","9/29/2009"
"THEY THAT WAIT","0:6:16","9/29/2009"
"TAKE MY HAND","0:5:50","9/29/2009"
"I KNOW WHAT HE'S DONE","0:5:13","9/29/2009"
"THOUGHTS OF LOVE","0:4:57","9/29/2009"
"YOU'RE GOOD [DIOS ES BUENO]","0:3:45","9/29/2009"
"HAPPY","0:4:25","9/29/2009"
"PARTY DOWN IN REDNECK TOWN","","10/14/2011"
"SUPA LOVA","00:04:52","5/25/2010"
"IT'S TIME","",""
"WEST COAST DON","",""
"GET IT GOING","",""
"HOME SONG","",""
"LET S TAKE A CHANCE","",""
"MIND OVER","",""
"TIME WILL TELL","",""
"WHAT DO I DO","",""
"MIRACLES","",""
"PRAISE AND WORSHIP","",""
"GET DOWN","",""
"HE SAID","",""
"NEED TO KNOW","00:04:38","8/25/1998"
"OVERTAKEN","00:04:07","2/14/2012"
"IN THIS LIFE","00:03:36","10/26/2010"
"YOU KEEP TRIPPIN","",""
"FOUR WINDS","",""
"STUCK OUT IN THE RAIN","",""
"SAY OH","",""
"WHY DID I GET MARRIED","",""
"RAIN","00:04:08","6/21/2005"
"HAPPY BEING ME","4:28","10/15/2007"
"THESE ARE THE REASONS","4:58","10/15/2007"
"OPEN THE HEAVENS","0:4:54","2/24/2012"
"RUNNING AWAY (SUITE)","00:12:14","8/29/2011"
"LIFE ON THE LINE","0:4:32","10/23/2007"
"PARKING LOT PIMPIN","0:4:22","10/23/2007"
"DEAD END","0:3:24","10/23/2007"
"DOUBLE WIDE EINSTEIN","00:04:13","5/15/2012"
"NORTH CAROLINA","00:07:47",""
"in this life (astral22 rework)","00:03:53","9/10/2009"
"FREE SYTLE","",""
"1 2 TO THE BASS","",""
"100 PERCENT","",""
"2 WAY","",""
"2 Words","",""
"Zulu Nation War Chant","",""
"ZULU NATION THROW DOWN","",""
"ZULU GROOVE","",""
"ZU ELEKTRISCH","",""
"ZONING","",""
"ZONE THREE","",""
"2137","",""
"ZELDAR","",""
"2Kool4Skool","",""
"4 DA FAM","",""
"YOUVE GOT THE LOVE I NEED","",""
"Youm Oughta Been There","",""
"51","",""
"You Will Win","",""
"YOU RE MY GUIDE","",""
"YOU LOVED ME ANYWAY","",""
"ABSENCE","",""
"YOU LOVE TO HEAR THE STORY","",""
"ADDITIONAL REVENUE","",""
"YOU LET THE DOG OFF THE CHAIN","",""
"AE TV OCT 2010 - JUNE 2011","",""
"ADDITIONAL REVENUE","",""
"You Got Me","",""
"ADDITIONAL REVENUE","",""
"ADDITIONAL REVENUE","",""
"ADDITIONAL REVENUE","",""
"You Got Love","",""
"ADDITIONAL REVENUE","",""
"ADDITIONAL REVENUE","",""
"AE TV OCT 2010 - JUNE 2011","",""
"Afrika Shox","",""
"YOU DO GREAT THINGS","",""
"YOU CAN DO IT","",""
"YOU AND ME (WILL ALWAYS BE IN LOVE)","",""
"AFTER SHOCK","",""
"You Alone","",""
"ADDITIONAL REVENUE","",""
"Yeah","",""
"AGHARTA - THE CITY OF SHAMBALLA","",""
"Y2K","",""
"Ain't No Lovin'","",""
"Y DO THUGZ DIE","",""
"AIN'T NOBODY WORRYIN'","",""
"WXYZ","",""
"WOULD YA?","",""
"AIN'T NOTHIN' LIKE OLD SCHOOL BITCH","",""
"WORSHIP THEE","",""
"AIN'T NUTTIN' CHANGED","",""
"Worship (Deluxe Edition)","",""
"World's Most Dangerous featuring Nemesis (Album Version (Explicit))","",""
"AIN'T TAKIN' NO SHHH","",""
"World Destruction <<Time Zone cover>>","",""
"Work It Out","",""
"ALL DAY ALL NIGHT","",""
"All For You","",""
"Word Of God","",""
"WILD BOY","",""
"All I Want","",""
"WILD ABOUT YOU","",""
"ALL MC S              ","",""
"ALL MONEY IS LEGAL (A.M.I.L.)","",""
"All My Draws","",""
"WHOS GONNA COMFORT YOU (DEFINITION)","",""
"All Night (I Can Do It Right)","",""
"ALMIGHTY DOLLAR","",""
"ALMIGHTY RA","",""
"WHO'S THAT MAN, MOMA","",""
"WHO IS A THUG","",""
"Who Do You Think Your Funkin' With? (Hip Hop Mix)","",""
"AMARILLO SKY","",""
"WHERE YOU FROM","",""
"AMAZING GRACE","",""
"WHERE YA AT","",""
"ANGRY WHITE BOY POLKA0","",""
"Armed Robberty feat. Thorough, Gillie Da Kid, Toni Hickman and Big Duke","",""
"ATTENTION","",""
"ATYPICAL","",""
"B MORE SHAKE","",""
"When The Rocks Hit The Ground","",""
"BABY MOTHER","",""
"WHATEVA","",""
"WHAT?","",""
"What You See Is What You Get","",""
"Baby You Got It","",""
"BALLER MODE","",""
"BANK ROBBERY","",""
"BARTENDER","",""
"Bass Man","",""
"WHAT TIME IT IS","",""
"BETTER MAN","",""
"BILLY TRUTH BE TOLD","",""
"Bionic Kats","",""
"BITCH GOTTA GO!","",""
"BK TO LA","",""
"BLACK","",""
"BLIND BEGGAR","",""
"BLOWN UP (BRING THE RUCKUS)","",""
"BOUNCE 2 THIS         ","",""
"BOY BOY","",""
"WHAT S HAPPENING      ","",""
"BREAK ME OFF","",""
"Breakfast With Tiffany","",""
"Breezy","",""
"WHAT IT TAKES","",""
"WHAT I'VE BECOME","",""
"BROCCOLI AND CHEESE","",""
"WHAT CAN I DO","",""
"WHAT A JOB","",""
"BUMBELL","",""
"WELT","",""
"BUST ONE FA YA","",""
"BUTTERFLY EFFECT","",""
"WE HERE","",""
"WE GOT MORE","",""
"WE GOT LOVE","",""
"WE GET HIGH","",""
"We All Will Know","",""
"WAYMAN'S GOTTA DO IT","",""
"WATCH ME PLAY AGAIN","",""
"WATCH ME FALL","",""
"WATCH FOR THE HOOK DUNGEON FAM","",""
"CAN'T CHANGE ME","",""
"CAN'T GIVE YOU UP","",""
"Can't Make It Home","",""
"VARIOUS","",""
"CAN'T THINK","",""
"VARIOUS","",""
"VARIOUS","",""
"VARIOUS","",""
"UNITY PART ONE","",""
"UNITY PART FIVE (THE LIGHT)","",""
"CAROLINA TIME","",""
"Ultra Bap","",""
"ULTIMATE HUSLA","",""
"U DON'T GIVE A DAMN ABOUT ME","",""
"Champion","",""
"CHANGE","",""
"escrow song","",""
"TURNING INTO SOMEONE ELSE","",""
"CHECK MATE","",""
"TRUE LIFE-CUES","",""
"CHILLED COUGHPHEE","",""
"Tramp","",""
"TOUGH LOVE","",""
"TOUCH ME, TEASE ME","",""
"CITY OF DOPE","",""
"TOMORROW S WORLD","",""
"TOMMY BOY MEGAMIX","",""
"CITYTOMBS2","",""
"Told Ya","",""
"TODD'S CRAZY ASS","",""
"CLEAN UP YOUR ACT","",""
"TODAY'S FORECAST","",""
"COLD WIND","",""
"COME HOME","",""
"COME HOME II U","",""
"COME HOME WITH ME","",""
"CONFLICT","",""
"TIL IT'S ALL GONE","",""
"THROW BACK","",""
"COUGHEE BROTHAZ FREESTYLE","",""
"COUGHEE IN MY CUP","",""
"THIS LONESOME SONG","",""
"This Is Me (Album Version (Explicit))","",""
"This Is It","",""
"THIS IS FAMILY","",""
"CRUSHED OUT","",""
"THE NIGHT FANTASTIC","",""
"CUTCHA' UP","",""
"The Mirror","",""
"D-ELITE, PT. 1","",""
"The Man I'm Tryin' To Be","",""
"THE LAST GREYHOUND","",""
"The Heat Is On","",""
"THE GATHERING","",""
"THE DAY THAT I DIED   ","",""
"The Dance","",""
"DA DA DA DA","",""
"DA REAL THANG","",""
"THE CORRUPTOR","",""
"THE A TEAM","",""
"THAT'S WHERE I B","",""
"That's When He Saved Me","",""
"DANCING ROUND THE DAISYS","",""
"DARK MATTER","",""
"THAT'S NOT RIGHT","",""
"THAT'S HOW I GO","",""
"THAT SIDE OF ME","",""
"DEAD AND GONE","",""
"THAT SHIT","",""
"THAT AIN'T COOL","",""
"TEST DRIVE","",""
"Tension","",""
"DEAD MAN WALKING","",""
"DEAR AMERICA","",""
"Tea Leaf Dancers","",""
"Te Gusta","",""
"TASTE THE FUNK","",""
"Death Mix Live (Part 1)","",""
"Death Mix Live (Part 2)","",""
"DERA SOR              ","",""
"DIAL M FOR MURDER","",""
"Take You Back","",""
"DIE","",""
"Die Slow (Album Version (Explicit))","",""
"Take Over","",""
"Divide And Rule","",""
"DO THE WRONG THANG","",""
"TAKE IT THERE","",""
"Take A Look Around","",""
"DO YO THANG","",""
"Tailor-Made Our Way","",""
"Do Yo Thug Thang - (featuring The Outlawz)","",""
"SWING SWANG","",""
"Sweet Smoke","",""
"SWEAT","",""
"SUNDAY SEQOUIA","",""
"DOCTOR DOCTOR","",""
"Suffer","",""
"STUCK IN MY HEAD","",""
"Stuck","",""
"DON'T GET ME WRONG","",""
"STRAIGHT TO THE BANK","",""
"STOP THE WAR NOW","",""
"Stop Calling featuring McGruff, Freekey Zeekey (Album Version (Explicit))","",""
"Still Ray","",""
"STILL COMING","",""
"STICKY GREEN","",""
"Sticking With You","",""
"STEPPIN' HARD ZULU NATION","",""
"START IT ALL OVER","",""
"STARCROSSED","",""
"STANGY","",""
"Spring Summer Feeling","",""
"SPECIAL","",""
"SOVEREIGN GOD","",""
"SOOPAMAN LUVA 6 1/2","",""
"DON'T SCANDALIZE MINE","",""
"DON'T STOP...PLANET ROCK","",""
"DON'T WANNA BE ALONE","",""
"DOOBIE ASHTRAY","",""
"Doomesday News (Album Version (Edited))","",""
"DOWN","",""
"DR DOLITTLE 2","",""
"DREAM","",""
"Somewhere Listening/Somewhere Listening (Reprise)","",""
"DROWN","",""
"EAST COAST TO THE WEST COAST","",""
"Ecstacy","",""
"ELECTRIC SALSA","",""
"ELECTRO FUNK EXPRESS","",""
"ELLIPTICAL","",""
"ENJOY YOURSELF","",""
"Escape The Judgement","",""
"Eulogy","",""
"Everlasting Love","",""
"EVERY NOW AND THEN","",""
"F*** FACES","",""
"F/X OCT 2010 - JUNE 2011","",""
"F/X OCT 2010 - JUNE 2011","",""
"FA SHO","",""
"FAR","",""
"FATHER'S DAY","",""
"SOMETHING'S MISSING (ACAPELLA)","",""
"SOMETHING STSTIC","",""
"FAYBAN","",""
"Fear","",""
"FEEL THE VIBE","",""
"SOMEBODY ELSE'S WIFE","",""
"SOME OF 'EM","",""
"FIGADOH","",""
"SOCA FEVER","",""
"FIGURE 10","",""
"So Sweet","",""
"FINDERS KEEPERS LOSERS WEEPERS","",""
"FIRE SIGN PART 1","",""
"SO MUCH DRAMA","",""
"SO BEAUTIFUL","",""
"SMOKE EVERYDAY","",""
"SKATEBOARDERS BLUES","",""
"SIMPLY PUT","",""
"Shyne On","",""
"SHOWING OUT","",""
"Sho Ya Right","",""
"Sho Nuff Funky","",""
"SHE WANT THAT MONEY","",""
"SHE WANT ME TO GET CLOSER","",""
"SHE USETA BE","",""
"SHANGO MESSAGE","",""
"SHAKE WATCHA MAMA GAVE YA","",""
"FLIGHT OF THE LIVING DEAD","",""
"FLOOR SOMETHIN","",""
"FOR GOOD","",""
"For What It's Worth","",""
"FOX JAN 2010 - DEC 2010","",""
"FOX JAN 2010 - DEC 2010","",""
"FOX JAN 2010 - DEC 2010","",""
"FOX OCT 2010 - JUNE 2011","",""
"FRANTIC SITUATION","",""
"Free Our Minds","",""
"Free To Worship","",""
"SEX IS THE BEST","",""
"SEEN IT ALL","",""
"SEE WHAT I CAN PULL","",""
"SEARCHING","",""
"SAY IT TO MY FACE","",""
"SAY FUCK U WANT TO SAY","",""
"SAY BETTER THINGS","",""
"SAVE YOUR GOOD BYE","",""
"SAVE THE WORLD","",""
"SALLY","",""
"FROM THE OUTSIDE LOOKIN IN","",""
"RYDE OR DIE","",""
"ROOM RAIDERS-CUES","",""
"ROCKET SCIENCE","",""
"FUJI BALANCE ","",""
"ROCK WHATCHA GOT","",""
"FUJI BALANCE ","",""
"FUJI BALANCE ","",""
"FUJI BALANCE ","",""
"RISE AND SHINE","",""
"RIGHT ON TIME","",""
"FUJI BALANCE ","",""
"FUJI BALANCE ","",""
"FUJI BALANCE ","",""
"FUJI BALANCE ","",""
"RICHEST MAN TO GOD","",""
"RHYMIN' WIT KEL","",""
"FUJI BALANCE ","",""
"FUJI BALANCE ","",""
"FUJI BALANCE ","",""
"FUJI BALANCE ","",""
"RETURN OF THE OUTLAWS","",""
"RETRO PAYMENT","",""
"Reserves taken","",""
"FUNK JAM PARTY","",""
"RESCUE ME","",""
"REPRESENTING","",""
"Funk You","",""
"FUNKY LIL' FREESTYLE","",""
"REEFER AND BEER","",""
"Reckless (12'' Version)","",""
"REAL TO ME","",""
"READY NOW","",""
"Fussin With You","",""
"READY FE LIVE UP","",""
"Rap Pt.2","",""
"RAL Mafia - (featuring The Rap-A-Lot Family)","",""
"G.O.D. (Griff On Duty)","",""
"Radical Music, Revolutionary Dance","",""
"GEORGIA","",""
"RABBIT HOLE","",""
"GET A GRIP","",""
"Quiet Niggas (Clean Version)","",""
"GETTING HIGH","",""
"GHETTO","",""
"PUTTIN' WORK IN","",""
"PUT THE LEAD ON YA","",""
"GIANT ROBOT","",""
"PUPUNANNY","",""
"PRE-NUMP (INTERLUDE)","",""
"GLOW","",""
"GO GIRL DANCE MIX","",""
"GO SOMEWHERE","",""
"POWER BOY POWER","",""
"GOD'S FAVORITE","",""
"PO PIMPIN","",""
"GOING FAR AWAY","",""
"Good","",""
"PLAY THAT SHIT WE DON T PLAY T","",""
"Planet Rock (Whoop Mix)","",""
"Gospel's Best Praise","",""
"GOT THAT VIBE","",""
"Gotta Go (Skit)","",""
"GROWING OLD","",""
"PLANE DEAD WWL","",""
"GYPSY","",""
"Pick Up On This","",""
"PHOBIA","",""
"HALF BAKED","",""
"PENDULUM","",""
"HAND OF HELP","",""
"Pawns In The Game","",""
"HANDCUFF YOUR HO'S","",""
"PASS ME OVER","",""
"HANG ON","",""
"PARK BENCH PEOPLE","",""
"HATER INTERLUDE","",""
"PAPER","",""
"PAN GA TO","",""
"OPEN INVITATION","",""
"HBO FAMILY OCT 2010-JUNE 2011","",""
"HBO OCT 2010 - JUNE 2011","",""
"HBO OCT 2010 - JUNE 2011","",""
"ONLY YOUR MOTHER","",""
"HBO OCT 2010 - JUNE 2011","",""
"HBO OCT 2010 - JUNE 2011","",""
"Only Help","",""
"Only Begotten Son (Album Version (Explicit))","",""
"HEARD FROM YOU","",""
"HOLY SPIRIT","",""
"ONE THAT I LIKE","",""
"One More Drink","",""
"One Mic (Clean)","",""
"HOME ALONE","",""
"ONCE IN A LIFETIME","",""
"ON THE SOUTH DAKOTA WIND","",""
"HOPE I DON'T GET SICK-A-THIS","",""
"ON THE ROAD","",""
"On Fire Tonight featuring Freekey Zeekey (Album Version (Explicit))","",""
"HOT TO DEF","",""
"OMINOUS ISTHMUS","",""
"OFFICIAL SMOKE SESSIONS INTRO","",""
"OFF MY MIND","",""
"HURTS MY HEART","",""
"Husband My Daddy","",""
"Now A'Daze","",""
"HUSTLER'S ANTHEM '09","",""
"NOT THEM, THOSE","",""
"HYDROPLANING","",""
"NO SAD GOODBYES","",""
"I AM THE FUTURE (FR THE CLASS OF 1984)","",""
"NO LONGER NEEDED HERE","",""
"NO LIMIT","",""
"NO EXCEPTIONS","",""
"NO DOPE FIENDS ON THE FLOOR","",""
"I Found My Everything","",""
"NINE MM","",""
"I GOT CHA","",""
"NEVER LOVE AGAIN","",""
"I GOT NEWS","",""
"I GOTTA HO","",""
"NEVER DREAM ALONE","",""
"NEED MY TIME WITH YOU","",""
"I KNOW WHAT LOVE'S ALL ABOUT","",""
"NECK BONES","",""
"NCTA - BASIC","",""
"NCTA - BASIC","",""
"I LL ALWAYS REMEMBER YOU","",""
"NCTA - BASIC","",""
"NCTA - BASIC","",""
"NCTA - BASIC","",""
"NCTA - BASIC","",""
"NCTA - BASIC","",""
"NCTA - BASIC","",""
"NCTA - BASIC","",""
"NCTA - BASIC","",""
"I LOVE IT WHEN IT RAINS","",""
"NCTA - BASIC","",""
"NCTA - BASIC","",""
"NCTA - BASIC","",""
"NCTA - BASIC","",""
"NCTA - BASIC","",""
"Nameanuheard Remix featuring Capone, Cam'Ron, Fat Joe, Cassidy (Album Version (Edited))","",""
"NAME OF JESUS","",""
"I OWN AMERICA PART 1","",""
"'N THUGS WE TRUST","",""
"MYGRATENATION","",""
"I WANT THE WORLD TO KNOW","",""
"MY WAY","",""
"MY TURF","",""
"I-HI","",""
"MY PRAISE PROVOKES A MOVE OF G","",""
"My Place","",""
"MY OWN QUEEN","",""
"MY INTERPRETATION","",""
"MURDERGRAM","",""
"MURDERERS, THE","",""
"MR DJ","",""
"I'M DRUNK","",""
"Most High God","",""
"I'm The Other Man","",""
"MORE OF YOU","",""
"MORE I SMOKE, THE","",""
"MONEY ON THE AVE","",""
"I'ma Smack This Muthafucka (Explicit Album Version)","",""
"MOBB SH..","",""
"MO FA ME","",""
"MIXTAPE II","",""
"MINE ALL MINE","",""
"MINDSWAMP","",""
"IF I COULD DO IT ALL OVER AGAIN","",""
"Mexicoco","",""
"IF I DID A MIXTAPE","",""
"MEET ME AT THE PARTY","",""
"Mayhem Take Me Away","",""
"MARATHON","",""
"MAN I M TRYING TO BE","",""
"Makin' Me Feel (aka : Making Me Feel)","",""
"MAKIN' IT HARD","",""
"IM GONE","",""
"IN LOVE","",""
"IN MY NATURE","",""
"MAKE YOU SAY","",""
"IN THA CHI","",""
"Magic Happen","",""
"LOYALTY","",""
"LOVE TOGETHER","",""
"Love L.O.D.","",""
"LOVE I NEED","",""
"Love Hurts feat. Nina Creque","",""
"LOST GENERATION","",""
"Intro (Cam'ron/Come Home With Me) featuring DJ Kay Slay (Album Version (Explicit))","",""
"LOST                  ","",""
"Losin My Cool","",""
"INTRO CHICKEN COOP","",""
"LORD HAS BEEN GOOD, THE","",""
"INTRO U KNOW BLEEK","",""
"LONELY NIGHTS","",""
"IT'S A SHAME","",""
"LITTLE GIRL GONE","",""
"LIKE 'EM ALL","",""
"LIFT OFF","",""
"IT'S MURDA","",""
"LET'S PARTY DOWN","",""
"LEFT FOR DEAD","",""
"LAY YOU DOWN","",""
"LAST GOOD WORD","",""
"LADY LABYRINTH","",""
"LACVILLE '79","",""
"King Piece In The Chess Game featuring Canibus","",""
"KILLERS ON THE PAYROLL","",""
"Keyed Cars","",""
"IT'S NOTHING","",""
"KEEPCOMIN2","",""
"IT'S ON YOU","",""
"IT'S R TIME","",""
"JEALOUS","",""
"JIMIDI2","",""
"JOCKIN' MY STYLE","",""
"Keep Me","",""
"K1 2","",""
"K.I.S.S.Y.O.U.","",""
"JUST TRYIN TA LIVE","",""
"Just Praisin' My Lord","",""
"Just Hit Me","",""
"JOYFUL NOISE","",""
"JUST FOR ME           ","",""
"JUST A SMOKE","",""
"NOT ENOUGH","",""
"DON T BE A MENACE","",""
"THERE'S NOT A PROBLEM MY SQUAD","",""
"HOLLA & SHOUT","",""
"RING","",""
"SIX IN THE MORNING","",""
"SPREAD THA BUTTA","",""
"THIS FONK IS 4U","",""
"LET S GET DOWN","",""
"WHAT IS IT ABOUT MEN","",""
"LET S GET DOWN","",""
"WHAT IS IT ABOUT MEN","",""
"KEEP LOVIN YOU","",""
"OVER MY DEAD BODY","",""
"EVERY PROMISE","00:04:55","5/22/2012"
"JOY RIDE","00:04:03","4/12/2005"
"SECRET LOVERS","00:04:02","12/21/2009"
"same ol bs","00:03:44","4/10/2012"
"AFRAID OF LOVE","00:03:32","12/21/2008"
"AFTER HOURS INTRO","00:02:49","12/23/2008"
"ALWAYS BE TOGETHER","00:05:41","12/23/2008"
"CAN WE DO","00:04:06","10/23/2008"
"CLOSER","00:04:49","10/23/2008"
"CLUB LOVE","00:04:07","10/23/2008"
"CONSCENTUAL","00:04:33","12/23/2008"
"COULD'VE BEEN YOU","00:04:09","8/27/2002"
"DIGGIN UP THE PAST","00:04:00","1/7/2005"
"DON'T GIVE IT AWAY","00:06:02","10/23/2008"
"EXPLOSION","00:04:07","9/14/2010"
"DIRTY WHITE GIRL","0:3:57","11/30/2012"
"TURN YOUR WORLD ON","",""
"FAKIN' IT","00:03:52","9/18/2009"
"GHETTO ANGEL","00:03:33","4/29/2010"
"GHETTO LOVE SONG","00:03:12","1/7/2005"
"HATERS","00:03:31","10/23/2008"
"HE AIN'T ME","00:04:01","4/29/2010"
"HIGH NOTE","00:03:42","4/29/2010"
"I CAN'T HEAR THE MUSIC","00:04:21","2/18/2010"
"I HATE MYSELF","00:04:22","10/23/2008"
"I LOVE YOU","00:04:07","10/23/2006"
"IT'S OVER NOW","00:05:17","09/07/2002"
"KICKIN AND SCREAMIN","00:03:36","4/14/2010"
"LET'S MAKE IT RIGHT","00:04:49","1/7/2005"
"LIKE PARADISE","00:03:46","10/23/2008"
"LOVE VOWELS","00:03:39","10/26/2004"
"LOVELY NIGHT","00:04:26","10/26/2004"
"MATTRESS MUSIC","00:04:18","4/29/2010"
"WANNA BELIEVE IT AGAIN","0:5:43","08/25/2009"
